,state,customer_lifetime_value,response,coverage,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
5189,Oregon,8373.0,No,Basic,2011-01-12,Disabled,F,12590,Rural,Married,73,22.0,1,0.0,2,Personal Auto,Personal,Offer1,Agent,133.0,Two-Door Car,Medsize
5191,Oregon,3816.0,No,Extended,2011-01-05,Employed,M,38651,Suburban,Single,98,12.0,83,0.0,1,Personal Auto,Personal,Offer3,Branch,470.0,Two-Door Car,Medsize
5192,California,5499.0,Yes,Basic,2011-02-05,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Personal Auto,Personal,Offer1,Branch,350.0,Four-Door Car,Medsize
5194,Nevada,2489.0,No,Basic,2011-02-15,Employed,M,46051,Suburban,Married,63,16.0,34,0.0,1,Personal Auto,Personal,Offer3,Branch,302.0,Two-Door Car,Large
5195,California,17293.0,No,Extended,2011-02-07,Employed,M,80028,Rural,Married,86,34.0,37,0.0,2,Corporate Auto,Corporate,Offer2,Web,114.0,Four-Door Car,Medsize
5196,California,6289.0,No,Extended,2011-01-09,Employed,M,50269,Rural,Divorced,80,15.0,88,0.0,3,Personal Auto,Personal,Offer2,Call Center,32.0,Two-Door Car,Large
5197,Oregon,7193.0,No,Extended,2011-01-01,Employed,M,30886,Rural,Married,91,7.0,53,0.0,3,Personal Auto,Personal,Offer3,Web,103.0,Two-Door Car,Medsize
5198,Oregon,11610.0,No,Basic,2011-01-01,Employed,F,41503,Rural,Married,73,28.0,69,0.0,2,Personal Auto,Personal,Offer1,Agent,15.0,Two-Door Car,Small
5199,California,7862.0,No,Extended,2011-02-10,Employed,F,30374,Urban,Married,99,1.0,50,0.0,3,Personal Auto,Personal,Offer2,Call Center,305.0,Four-Door Car,Medsize
5203,California,8565.0,Yes,Basic,2011-02-17,Employed,M,95697,Rural,Married,107,29.0,29,0.0,3,Personal Auto,Personal,Offer2,Agent,178.0,Sports Car,Medsize
5204,Washington,13798.0,No,Basic,2011-01-28,Employed,F,42780,Suburban,Single,181,11.0,43,2.0,3,Personal Auto,Personal,Offer1,Call Center,869.0,Luxury Car,Medsize
5205,Oregon,2900.0,No,Basic,2011-02-09,Employed,F,66524,Urban,Married,74,15.0,8,4.0,1,Personal Auto,Personal,Offer4,Agent,239.0,Two-Door Car,Medsize
5206,California,5640.0,Yes,Basic,2011-01-10,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Special Auto,Special,Offer2,Agent,426.0,Four-Door Car,Medsize
5207,California,2813.0,No,Basic,2011-02-01,Employed,M,72333,Urban,Married,70,10.0,20,0.0,1,Personal Auto,Personal,Offer2,Agent,177.0,Two-Door Car,Large
5208,California,17019.0,No,Extended,2011-02-03,Employed,M,98623,Suburban,Married,211,17.0,69,0.0,3,Personal Auto,Personal,Offer4,Web,1013.0,Luxury Car,Large
5214,California,2805.0,No,Basic,2011-01-14,Employed,M,98859,Suburban,Divorced,70,3.0,57,0.0,1,Personal Auto,Personal,Offer4,Web,504.0,Four-Door Car,Small
5216,Arizona,5721.0,No,Basic,2011-02-11,Employed,M,41770,Suburban,Married,72,0.0,60,0.0,3,Personal Auto,Personal,Offer2,Branch,476.0,Four-Door Car,Small
5219,California,5389.0,Yes,Extended,2011-01-07,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Corporate Auto,Corporate,Offer2,Agent,58.0,Sports Car,Medsize
5220,Arizona,4881.0,No,Basic,2011-02-09,Employed,M,90892,Rural,Married,61,1.0,31,0.0,3,Personal Auto,Personal,Offer2,Branch,102.0,Two-Door Car,Medsize
5222,Oregon,4143.0,No,Premium,2011-01-25,Employed,F,48263,Suburban,Married,104,2.0,32,0.0,1,Personal Auto,Personal,Offer2,Branch,675.0,Two-Door Car,Small
5223,Oregon,8507.0,No,Basic,2011-01-24,Employed,M,46754,Suburban,Married,106,5.0,70,1.0,3,Personal Auto,Personal,Offer3,Web,514.0,Four-Door Car,Medsize
5224,Arizona,7737.0,No,Extended,2011-01-18,Employed,M,68980,Urban,Divorced,98,25.0,87,0.0,3,Personal Auto,Personal,Offer1,Agent,464.0,Four-Door Car,Medsize
5225,California,9095.0,No,Premium,2011-01-19,Employed,F,65103,Suburban,Married,115,29.0,41,4.0,3,Personal Auto,Personal,Offer2,Branch,552.0,Four-Door Car,Small
5226,Oregon,6797.0,No,Basic,2011-01-19,Medical Leave,M,17937,Suburban,Single,65,1.0,27,0.0,2,Personal Auto,Personal,Offer1,Branch,312.0,Two-Door Car,Medsize
5227,California,10351.0,No,Extended,2011-01-07,Employed,F,73895,Suburban,Married,129,2.0,31,0.0,3,Corporate Auto,Corporate,Offer4,Branch,825.0,Four-Door Car,Medsize
5228,Nevada,8112.0,No,Basic,2011-02-21,Employed,M,30622,Suburban,Married,68,22.0,86,0.0,2,Corporate Auto,Corporate,Offer1,Agent,326.0,Four-Door Car,Small
5230,Nevada,2888.0,No,Basic,2011-02-15,Employed,F,62018,Urban,Married,71,21.0,0,0.0,1,Personal Auto,Personal,Offer4,Branch,294.0,Two-Door Car,Medsize
5231,Washington,6014.0,No,Extended,2011-01-10,Medical Leave,M,25646,Urban,Married,83,14.0,92,1.0,3,Personal Auto,Personal,Offer4,Call Center,378.0,Four-Door Car,Medsize
5232,Arizona,12299.0,Yes,Basic,2011-02-20,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Special Auto,Special,Offer1,Call Center,542.0,Four-Door Car,Medsize
5233,Oregon,8371.0,No,Basic,2011-01-28,Employed,F,33409,Suburban,Married,105,4.0,17,0.0,3,Personal Auto,Personal,Offer1,Agent,554.0,Four-Door Car,Medsize
5234,California,3674.0,No,Extended,2011-01-31,Employed,M,41185,Urban,Married,99,20.0,6,4.0,1,Special Auto,Special,Offer2,Agent,364.0,Four-Door Car,Medsize
5236,Oregon,7498.0,No,Extended,2011-01-09,Employed,M,31134,Suburban,Married,96,24.0,16,0.0,3,Personal Auto,Personal,Offer3,Call Center,667.0,Four-Door Car,Medsize
5237,Oregon,3776.0,No,Extended,2011-02-12,Medical Leave,M,20101,Urban,Married,96,28.0,44,0.0,1,Corporate Auto,Corporate,Offer2,Agent,292.0,Four-Door Car,Medsize
5238,Arizona,3184.0,No,Extended,2011-02-21,Employed,M,50989,Urban,Married,80,3.0,11,0.0,1,Corporate Auto,Corporate,Offer2,Agent,256.0,Four-Door Car,Medsize
5239,Arizona,7441.0,No,Basic,2011-02-12,Employed,F,91915,Rural,Divorced,186,0.0,91,0.0,1,Personal Auto,Personal,Offer1,Call Center,94.0,Luxury Car,Medsize
5240,California,17087.0,No,Basic,2011-02-09,Employed,M,26334,Suburban,Married,63,3.0,73,2.0,2,Corporate Auto,Corporate,Offer2,Branch,454.0,Two-Door Car,Small
5242,Nevada,5990.0,Yes,Premium,2011-01-19,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal,Offer2,Branch,739.0,Sports Car,Medsize
5243,California,2860.0,No,Extended,2011-01-23,Employed,M,45587,Urban,Divorced,81,8.0,49,5.0,1,Personal Auto,Personal,Offer3,Agent,381.0,Four-Door Car,Medsize
5245,Oregon,5431.0,No,Basic,2011-02-19,Employed,M,57125,Suburban,Divorced,68,13.0,99,0.0,3,Corporate Auto,Corporate,Offer1,Agent,326.0,Four-Door Car,Small
5246,California,8057.0,No,Basic,2011-02-02,Employed,F,64304,Rural,Divorced,68,35.0,70,0.0,2,Corporate Auto,Corporate,Offer3,Web,65.0,Two-Door Car,Medsize
5249,Arizona,4210.0,No,Basic,2011-02-24,Employed,F,57933,Suburban,Married,105,10.0,64,0.0,1,Personal Auto,Personal,Offer1,Call Center,533.0,Four-Door Car,Small
5250,Nevada,6503.0,No,Extended,2011-02-01,Employed,M,46298,Rural,Divorced,88,11.0,82,3.0,3,Corporate Auto,Corporate,Offer1,Agent,128.0,Four-Door Car,Medsize
5251,California,3755.0,No,Extended,2011-02-24,Employed,M,34624,Urban,Married,95,28.0,66,0.0,1,Personal Auto,Personal,Offer2,Call Center,270.0,Four-Door Car,Medsize
5253,California,2425.0,No,Basic,2011-01-29,Employed,M,49008,Suburban,Married,61,11.0,74,1.0,1,Personal Auto,Personal,Offer1,Branch,293.0,Four-Door Car,Medsize
5254,Oregon,3087.0,No,Extended,2011-01-23,Employed,F,92147,Urban,Married,77,25.0,27,2.0,1,Personal Auto,Personal,Offer1,Agent,278.0,Four-Door Car,Medsize
5255,California,35186.0,No,Extended,2011-02-26,Employed,F,86134,Rural,Divorced,98,17.0,78,0.0,2,Corporate Auto,Corporate,Offer1,Agent,3.0,Two-Door Car,Small
5260,Oregon,2848.0,No,Basic,2011-01-31,Employed,F,96357,Urban,Married,71,4.0,69,1.0,1,Personal Auto,Personal,Offer2,Branch,238.0,Four-Door Car,Medsize
5261,Oregon,2619.0,Yes,Basic,2011-02-05,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Personal Auto,Personal,Offer1,Agent,226.0,Two-Door Car,Medsize
5262,California,3658.0,No,Extended,2011-02-02,Employed,F,62650,Rural,Married,92,0.0,42,0.0,1,Personal Auto,Personal,Offer2,Branch,149.0,Four-Door Car,Large
5263,California,8711.0,No,Basic,2011-02-18,Employed,M,92606,Urban,Married,109,26.0,75,0.0,3,Special Auto,Special,Offer2,Branch,287.0,Four-Door Car,Medsize
5264,Washington,4313.0,No,Basic,2011-01-30,Employed,M,43386,Urban,Single,111,17.0,35,0.0,1,Personal Auto,Personal,Offer1,Call Center,413.0,Four-Door Car,Medsize
5265,California,6090.0,No,Extended,2011-01-16,Employed,M,70892,Urban,Married,76,21.0,32,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,207.0,Two-Door Car,Medsize
5266,Oregon,12105.0,No,Basic,2011-02-06,Employed,M,33345,Suburban,Divorced,102,34.0,37,0.0,2,Personal Auto,Personal,Offer2,Call Center,694.0,Four-Door Car,Medsize
5271,Oregon,5246.0,Yes,Basic,2011-01-21,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,3,Corporate Auto,Corporate,Offer1,Agent,457.0,Two-Door Car,Medsize
5272,Arizona,5431.0,No,Basic,2011-02-04,Employed,F,58161,Rural,Married,68,19.0,19,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,141.0,Four-Door Car,Large
5274,Arizona,5847.0,No,Basic,2011-01-19,Employed,F,50320,Urban,Married,73,24.0,6,0.0,3,Personal Auto,Personal,Offer4,Call Center,298.0,Four-Door Car,Medsize
5275,California,8382.0,Yes,Basic,2011-01-27,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal,Offer2,Call Center,792.0,Four-Door Car,Medsize
5279,Oregon,4028.0,No,Basic,2011-02-10,Employed,M,27782,Suburban,Married,103,20.0,54,0.0,1,Personal Auto,Personal,Offer2,Agent,517.0,Four-Door Car,Small
5280,California,2664.0,No,Basic,2011-01-07,Employed,F,82887,Suburban,Married,66,22.0,4,1.0,1,Corporate Auto,Corporate,Offer3,Agent,420.0,Four-Door Car,Small
5281,Oregon,3044.0,No,Extended,2011-02-15,Employed,M,24475,Suburban,Single,84,11.0,55,3.0,1,Personal Auto,Personal,Offer2,Call Center,605.0,Four-Door Car,Medsize
5282,Arizona,2434.0,No,Basic,2011-02-27,Employed,F,23033,Suburban,Married,62,5.0,9,0.0,1,Personal Auto,Personal,Offer3,Web,501.0,Two-Door Car,Small
5283,California,5319.0,Yes,Basic,2011-01-12,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,3,Corporate Auto,Corporate,Offer2,Call Center,322.0,Four-Door Car,Small
5284,California,7927.0,No,Basic,2011-01-11,Employed,M,32555,Rural,Married,68,32.0,72,0.0,2,Personal Auto,Personal,Offer3,Call Center,87.0,Two-Door Car,Medsize
5286,Oregon,7532.0,No,Basic,2011-01-10,Employed,M,82157,Suburban,Single,188,5.0,33,0.0,1,Corporate Auto,Corporate,Offer4,Agent,1354.0,Luxury Car,Medsize
5288,California,5477.0,No,Basic,2011-02-28,Medical Leave,F,21289,Suburban,Married,71,15.0,98,0.0,3,Corporate Auto,Corporate,Offer2,Branch,341.0,Four-Door Car,Large
5289,California,10419.0,No,Extended,2011-01-16,Employed,F,80192,Rural,Married,129,8.0,69,0.0,3,Personal Auto,Personal,Offer3,Call Center,201.0,Four-Door Car,Large
5291,Oregon,8293.0,No,Basic,2011-01-22,Employed,M,79632,Urban,Divorced,106,7.0,72,1.0,3,Personal Auto,Personal,Offer2,Branch,344.0,Four-Door Car,Medsize
5293,Oregon,3387.0,No,Extended,2011-01-20,Employed,F,73268,Rural,Married,84,18.0,18,0.0,1,Personal Auto,Personal,Offer3,Agent,94.0,Four-Door Car,Medsize
5297,Oregon,8313.0,No,Basic,2011-01-03,Retired,M,21442,Suburban,Divorced,118,32.0,84,0.0,3,Personal Auto,Personal,Offer2,Web,566.0,Four-Door Car,Medsize
5299,Washington,31642.0,No,Extended,2011-01-22,Employed,M,89057,Rural,Married,98,17.0,90,0.0,2,Corporate Auto,Corporate,Offer1,Call Center,187.0,Two-Door Car,Medsize
5301,Oregon,5898.0,No,Basic,2011-02-20,Employed,F,77835,Rural,Divorced,74,2.0,30,1.0,3,Personal Auto,Personal,Offer3,Web,44.0,Four-Door Car,Medsize
5304,Arizona,2418.0,No,Basic,2011-02-26,Employed,F,20200,Suburban,Single,65,3.0,51,3.0,1,Personal Auto,Personal,Offer2,Agent,312.0,Two-Door Car,Medsize
5314,California,4794.0,No,Basic,2011-01-23,Retired,M,20862,Suburban,Divorced,68,1.0,69,0.0,3,Personal Auto,Personal,Offer1,Agent,326.0,Four-Door Car,Small
5315,Washington,3895.0,No,Extended,2011-01-04,Employed,F,59578,Urban,Married,98,1.0,50,1.0,1,Corporate Auto,Corporate,Offer1,Branch,404.0,Four-Door Car,Medsize
5316,Nevada,2645.0,No,Basic,2011-01-01,Employed,M,54000,Suburban,Divorced,66,15.0,45,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,374.0,Two-Door Car,Medsize
5317,Oregon,8819.0,Yes,Basic,2011-01-10,Employed,M,99845,Suburban,Married,110,23.0,25,1.0,3,Corporate Auto,Corporate,Offer2,Branch,528.0,Four-Door Car,Medsize
5319,California,3168.0,No,Extended,2011-02-17,Employed,M,61638,Suburban,Divorced,82,3.0,55,2.0,1,Corporate Auto,Corporate,Offer2,Web,544.0,Four-Door Car,Medsize
5320,Oregon,3484.0,No,Extended,2011-01-02,Employed,F,42983,Suburban,Married,86,28.0,18,0.0,1,Personal Auto,Personal,Offer3,Call Center,413.0,Four-Door Car,Medsize
5321,Nevada,7672.0,No,Extended,2011-02-05,Employed,F,62582,Suburban,Married,95,11.0,46,0.0,3,Personal Auto,Personal,Offer2,Branch,456.0,Four-Door Car,Small
5323,California,2796.0,No,Basic,2011-01-09,Employed,M,69809,Rural,Married,70,0.0,60,0.0,1,Personal Auto,Personal,Offer2,Branch,112.0,Two-Door Car,Medsize
5324,Oregon,3557.0,No,Extended,2011-01-04,Employed,F,39075,Rural,Married,89,22.0,50,0.0,1,Personal Auto,Personal,Offer1,Call Center,142.0,Two-Door Car,Medsize
5325,California,7869.0,No,Basic,2011-02-17,Employed,F,40036,Rural,Married,65,2.0,85,0.0,2,Personal Auto,Personal,Offer1,Agent,49.0,Four-Door Car,Medsize
5327,Oregon,6890.0,No,Extended,2011-02-17,Employed,F,30814,Suburban,Married,87,8.0,96,0.0,3,Personal Auto,Personal,Offer2,Branch,418.0,Four-Door Car,Medsize
5328,Arizona,9009.0,No,Premium,2011-02-22,Employed,M,32260,Suburban,Married,113,8.0,99,0.0,3,Personal Auto,Personal,Offer1,Branch,601.0,Four-Door Car,Medsize
5331,Nevada,7840.0,Yes,Extended,2011-01-14,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal Auto,Personal,Offer2,Agent,1008.0,Luxury Car,Small
5333,Oregon,15162.0,No,Extended,2011-01-05,Employed,F,71366,Urban,Divorced,94,23.0,56,0.0,2,Personal Auto,Personal,Offer2,Call Center,265.0,Four-Door Car,Small
5334,Nevada,5183.0,No,Basic,2011-02-02,Employed,F,83527,Rural,Married,64,19.0,27,1.0,3,Personal Auto,Personal,Offer2,Branch,39.0,Two-Door Car,Large
5335,Arizona,2772.0,No,Basic,2011-01-09,Employed,F,79663,Urban,Divorced,69,14.0,39,0.0,1,Personal Auto,Personal,Offer3,Branch,264.0,Two-Door Car,Medsize
5336,Arizona,4760.0,No,Basic,2011-02-07,Employed,M,26747,Suburban,Married,61,11.0,44,0.0,3,Corporate Auto,Corporate,Offer3,Web,404.0,Four-Door Car,Medsize
5338,Arizona,2863.0,No,Basic,2011-02-21,Employed,F,64640,Urban,Divorced,73,5.0,94,2.0,1,Personal Auto,Personal,Offer3,Agent,328.0,Four-Door Car,Medsize
5339,Washington,15865.0,No,Extended,2011-01-08,Employed,F,43946,Urban,Divorced,133,13.0,83,0.0,2,Corporate Auto,Corporate,Offer2,Call Center,416.0,Sports Car,Medsize
5342,California,14134.0,No,Basic,2011-02-10,Employed,F,90844,Rural,Divorced,118,10.0,98,0.0,2,Personal Auto,Personal,Offer1,Agent,233.0,Four-Door Car,Medsize
5345,Nevada,6832.0,No,Extended,2011-01-18,Employed,M,50472,Urban,Married,87,6.0,67,0.0,3,Corporate Auto,Corporate,Offer2,Web,281.0,Four-Door Car,Medsize
5347,California,9264.0,No,Premium,2011-02-03,Employed,M,69063,Suburban,Married,115,12.0,65,0.0,3,Personal Auto,Personal,Offer1,Branch,552.0,Two-Door Car,Small
5348,California,7346.0,No,Extended,2011-01-29,Employed,M,79980,Suburban,Married,91,22.0,75,0.0,3,Personal Auto,Personal,Offer2,Web,630.0,Two-Door Car,Medsize
5349,California,5024.0,No,Basic,2011-01-18,Employed,F,91603,Suburban,Married,64,18.0,37,5.0,3,Personal Auto,Personal,Offer2,Web,307.0,Four-Door Car,Large
5350,California,13081.0,No,Basic,2011-02-16,Employed,M,89948,Rural,Divorced,110,17.0,53,1.0,2,Special Auto,Special,Offer2,Agent,125.0,Sports Car,Medsize
5351,Arizona,14024.0,Yes,Premium,2011-02-19,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Special Auto,Special,Offer2,Web,256.0,Four-Door Car,Medsize
5352,Oregon,5519.0,No,Basic,2011-01-15,Employed,M,50406,Rural,Divorced,70,20.0,23,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,132.0,Four-Door Car,Medsize
5353,Arizona,15114.0,Yes,Basic,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal,Offer2,Call Center,480.0,Four-Door Car,Medsize
5354,Oregon,6161.0,No,Extended,2011-01-18,Employed,M,96988,Suburban,Single,77,1.0,60,0.0,3,Personal Auto,Personal,Offer1,Agent,370.0,Two-Door Car,Medsize
5356,Arizona,4965.0,No,Basic,2011-01-31,Employed,M,98451,Suburban,Married,62,19.0,57,0.0,3,Personal Auto,Personal,Offer4,Agent,317.0,Four-Door Car,Small
5357,Arizona,8493.0,No,Basic,2011-02-26,Employed,M,27804,Suburban,Married,109,19.0,54,0.0,3,Personal Auto,Personal,Offer2,Branch,785.0,Four-Door Car,Medsize
5359,California,4423.0,No,Basic,2011-01-30,Employed,M,35979,Suburban,Single,116,34.0,28,2.0,1,Personal Auto,Personal,Offer3,Call Center,557.0,Sports Car,Small
5361,Oregon,4408.0,No,Basic,2011-02-01,Employed,M,66152,Suburban,Married,111,14.0,18,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,533.0,Four-Door Car,Medsize
5362,Oregon,5335.0,No,Basic,2011-02-28,Employed,F,91603,Suburban,Single,69,4.0,92,2.0,3,Personal Auto,Personal,Offer1,Agent,473.0,Four-Door Car,Small
5363,Oregon,8629.0,No,Basic,2011-01-09,Employed,F,59107,Urban,Married,107,29.0,57,0.0,3,Personal Auto,Personal,Offer2,Branch,481.0,Four-Door Car,Medsize
5364,California,5493.0,No,Basic,2011-01-03,Employed,M,24976,Suburban,Single,72,2.0,60,1.0,3,Personal Auto,Personal,Offer3,Agent,566.0,Two-Door Car,Medsize
5365,Washington,5021.0,No,Extended,2011-02-19,Employed,F,61987,Suburban,Married,125,24.0,4,0.0,1,Personal Auto,Personal,Offer2,Branch,723.0,Four-Door Car,Medsize
5369,California,2807.0,No,Basic,2011-01-21,Employed,M,80915,Urban,Married,70,17.0,66,0.0,1,Corporate Auto,Corporate,Offer2,Branch,188.0,Four-Door Car,Medsize
5372,Oregon,2857.0,No,Basic,2011-01-19,Employed,F,91811,Urban,Married,70,1.0,85,0.0,1,Personal Auto,Personal,Offer1,Call Center,334.0,Four-Door Car,Medsize
5373,California,4514.0,No,Basic,2011-01-24,Employed,M,50146,Suburban,Married,116,6.0,44,1.0,1,Personal Auto,Personal,Offer2,Branch,759.0,Four-Door Car,Medsize
5374,Oregon,6748.0,No,Extended,2011-01-11,Employed,M,68423,Urban,Single,85,14.0,81,0.0,3,Personal Auto,Personal,Offer2,Branch,324.0,Two-Door Car,Large
5375,California,2708.0,No,Basic,2011-01-05,Employed,M,53807,Rural,Divorced,68,25.0,69,0.0,1,Personal Auto,Personal,Offer4,Web,64.0,Two-Door Car,Medsize
5379,California,2776.0,No,Basic,2011-02-11,Employed,F,38222,Rural,Divorced,71,6.0,8,0.0,1,Personal Auto,Personal,Offer2,Call Center,167.0,Four-Door Car,Medsize
5382,California,14440.0,No,Basic,2011-01-23,Employed,M,58452,Suburban,Single,186,7.0,13,0.0,3,Corporate Auto,Corporate,Offer4,Branch,893.0,Luxury Car,Medsize
5383,Oregon,10209.0,Yes,Extended,2011-02-14,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal,Offer1,Branch,619.0,Four-Door Car,Medsize
5386,Oregon,5742.0,No,Basic,2011-01-29,Employed,F,86641,Rural,Married,71,17.0,79,0.0,3,Personal Auto,Personal,Offer4,Branch,162.0,Two-Door Car,Small
5388,California,10525.0,No,Extended,2011-01-09,Employed,F,40332,Urban,Married,132,10.0,59,2.0,3,Personal Auto,Personal,Offer1,Branch,464.0,Sports Car,Medsize
5391,Oregon,4919.0,No,Basic,2011-02-17,Employed,M,29256,Suburban,Married,63,33.0,41,0.0,3,Personal Auto,Personal,Offer4,Branch,302.0,Four-Door Car,Medsize
5393,Oregon,13108.0,No,Basic,2011-02-28,Employed,M,49088,Suburban,Divorced,114,17.0,87,1.0,2,Corporate Auto,Corporate,Offer3,Branch,547.0,Four-Door Car,Small
5394,Arizona,29973.0,No,Extended,2011-02-16,Employed,F,48471,Rural,Married,83,5.0,20,1.0,2,Personal Auto,Personal,Offer1,Call Center,209.0,Four-Door Car,Medsize
5395,Oregon,7724.0,No,Basic,2011-01-30,Employed,F,46988,Rural,Single,195,8.0,69,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,295.0,Luxury Car,Medsize
5398,Washington,2618.0,No,Basic,2011-01-17,Employed,M,28663,Suburban,Married,66,23.0,34,0.0,1,Corporate Auto,Corporate,Offer4,Call Center,431.0,Two-Door Car,Medsize
5399,California,2990.0,No,Basic,2011-02-11,Employed,F,73137,Urban,Married,74,14.0,45,1.0,1,Corporate Auto,Corporate,Offer1,Branch,228.0,Four-Door Car,Medsize
5400,Oregon,7613.0,No,Extended,2011-02-17,Employed,M,36247,Urban,Married,96,35.0,29,0.0,3,Corporate Auto,Corporate,Offer1,Agent,330.0,Four-Door Car,Medsize
5403,Arizona,4887.0,No,Basic,2011-01-27,Employed,F,76374,Suburban,Divorced,61,21.0,28,0.0,3,Personal Auto,Personal,Offer2,Call Center,293.0,Four-Door Car,Small
5404,Oregon,10864.0,No,Basic,2011-02-09,Employed,F,95579,Urban,Single,67,19.0,78,0.0,2,Personal Auto,Personal,Offer1,Agent,309.0,Four-Door Car,Medsize
5408,California,7150.0,No,Extended,2011-02-19,Employed,M,24124,Suburban,Married,91,24.0,52,0.0,3,Corporate Auto,Corporate,Offer3,Agent,437.0,Four-Door Car,Medsize
5410,Oregon,11315.0,Yes,Premium,2011-02-16,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Special Auto,Special,Offer1,Agent,485.0,Four-Door Car,Medsize
5412,Oregon,5309.0,No,Extended,2011-01-24,Employed,M,40178,Suburban,Married,136,7.0,13,0.0,1,Special Auto,Special,Offer1,Agent,653.0,Four-Door Car,Medsize
5413,Nevada,6993.0,No,Extended,2011-02-22,Employed,F,94652,Suburban,Married,86,18.0,88,0.0,3,Personal Auto,Personal,Offer1,Branch,413.0,Four-Door Car,Medsize
5414,California,3557.0,No,Extended,2011-02-21,Disabled,M,17272,Suburban,Married,93,30.0,58,0.0,1,Personal Auto,Personal,Offer4,Call Center,446.0,Two-Door Car,Medsize
5415,Oregon,2764.0,No,Basic,2011-02-11,Employed,F,54183,Suburban,Divorced,70,1.0,91,0.0,1,Personal Auto,Personal,Offer1,Web,336.0,Four-Door Car,Large
5416,Oregon,7126.0,No,Basic,2011-01-20,Employed,M,30895,Suburban,Divorced,62,10.0,35,0.0,2,Personal Auto,Personal,Offer4,Web,298.0,Four-Door Car,Small
5419,California,7883.0,No,Extended,2011-02-21,Employed,F,23235,Suburban,Married,99,28.0,71,0.0,3,Personal Auto,Personal,Offer2,Call Center,588.0,Four-Door Car,Medsize
5422,California,5926.0,No,Basic,2011-01-26,Employed,M,92949,Urban,Married,74,21.0,84,0.0,3,Personal Auto,Personal,Offer2,Web,337.0,Two-Door Car,Medsize
5423,Arizona,3231.0,Yes,Extended,2011-01-05,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,208.0,Four-Door Car,Medsize
5424,Nevada,2515.0,Yes,Basic,2011-02-14,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate,Offer2,Agent,156.0,Four-Door Car,Medsize
5425,Oregon,2710.0,No,Basic,2011-01-17,Employed,F,58828,Suburban,Married,68,13.0,98,0.0,1,Personal Auto,Personal,Offer1,Agent,447.0,Four-Door Car,Small
5426,California,6564.0,No,Extended,2011-02-22,Employed,M,32375,Suburban,Married,83,17.0,83,0.0,3,Personal Auto,Personal,Offer1,Agent,398.0,Four-Door Car,Small
5432,Arizona,8093.0,Yes,Basic,2011-02-05,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal,Offer1,Agent,370.0,Four-Door Car,Medsize
5435,Arizona,11987.0,No,Extended,2011-01-17,Employed,F,87560,Suburban,Married,98,4.0,86,1.0,2,Personal Auto,Personal,Offer1,Web,470.0,Two-Door Car,Medsize
5436,Oregon,11692.0,No,Extended,2011-02-06,Employed,M,40548,Suburban,Divorced,98,7.0,57,0.0,2,Personal Auto,Personal,Offer1,Agent,470.0,Four-Door Car,Medsize
5437,California,5743.0,No,Basic,2011-01-23,Employed,M,61776,Urban,Divorced,73,9.0,61,3.0,3,Personal Auto,Personal,Offer3,Agent,343.0,Two-Door Car,Medsize
5438,Arizona,2606.0,No,Basic,2011-02-14,Employed,M,20592,Urban,Single,71,15.0,81,1.0,1,Personal Auto,Personal,Offer4,Branch,195.0,Two-Door Car,Medsize
5440,Oregon,8382.0,Yes,Basic,2011-01-27,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal,Offer2,Call Center,792.0,Four-Door Car,Medsize
5443,Arizona,8295.0,No,Premium,2011-01-23,Employed,M,78189,Rural,Married,103,10.0,10,0.0,3,Corporate Auto,Corporate,Offer3,Agent,99.0,Four-Door Car,Medsize
